i x t
1 8.8000000000000000e-01 -5.7600000000000000e+02
1 8.8100000000000001e-01 0.0000000000000000e+00
1 8.8200000000000001e-01 5.4400000000000000e+02
1 8.8300000000000001e-01 5.7600000000000000e+02
1 8.8400000000000001e-01 -3.8400000000000000e+02
1 8.8500000000000001e-01 -3.2000000000000000e+01
1 8.8600000000000001e-01 -1.6000000000000000e+02
1 8.8700000000000001e-01 9.2800000000000000e+02
1 8.8800000000000001e-01 1.2800000000000000e+02
1 8.8900000000000001e-01 6.4000000000000000e+01
1 8.9000000000000001e-01 2.5600000000000000e+02
1 8.9100000000000001e-01 7.6800000000000000e+02
1 8.9200000000000002e-01 -8.0000000000000000e+02
1 8.9300000000000002e-01 4.8000000000000000e+02
1 8.9400000000000002e-01 -3.2000000000000000e+01
1 8.9500000000000002e-01 2.2400000000000000e+02
1 8.9600000000000002e-01 1.2160000000000000e+03
1 8.9700000000000002e-01 -9.9200000000000000e+02
1 8.9800000000000002e-01 -3.2000000000000000e+02
1 8.9900000000000002e-01 7.6800000000000000e+02
1 9.0000000000000002e-01 6.4000000000000000e+01
1 9.0100000000000002e-01 -2.5600000000000000e+02
1 9.0200000000000002e-01 0.0000000000000000e+00
1 9.0300000000000002e-01 5.7600000000000000e+02
1 9.0400000000000003e-01 1.2800000000000000e+02
1 9.0500000000000003e-01 3.8400000000000000e+02
1 9.0600000000000003e-01 6.4000000000000000e+02
1 9.0700000000000003e-01 5.1200000000000000e+02
1 9.0800000000000003e-01 -4.4800000000000000e+02
1 9.0900000000000003e-01 -1.2800000000000000e+02
1 9.1000000000000003e-01 -3.2000000000000000e+02
1 9.1100000000000003e-01 2.5600000000000000e+02
1 9.1200000000000003e-01 -3.8400000000000000e+02
1 9.1300000000000003e-01 6.4000000000000000e+02
1 9.1400000000000003e-01 -3.8400000000000000e+02
1 9.1500000000000004e-01 1.3440000000000000e+03
1 9.1600000000000004e-01 3.2000000000000000e+02
1 9.1700000000000004e-01 -5.1200000000000000e+02
1 9.1800000000000004e-01 1.0240000000000000e+03
1 9.1900000000000004e-01 7.0400000000000000e+02
1 9.2000000000000004e-01 -6.4000000000000000e+01
1 9.2100000000000004e-01 5.7600000000000000e+02
1 9.2200000000000004e-01 -1.2160000000000000e+03
1 9.2300000000000004e-01 -7.6800000000000000e+02
1 9.2400000000000004e-01 -2.5600000000000000e+02
1 9.2500000000000004e-01 4.4800000000000000e+02
1 9.2600000000000005e-01 -6.4000000000000000e+02
1 9.2700000000000005e-01 3.8400000000000000e+02
1 9.2800000000000005e-01 5.1200000000000000e+02
1 9.2900000000000005e-01 6.4000000000000000e+02
1 9.3000000000000005e-01 7.0400000000000000e+02
1 9.3100000000000005e-01 4.4800000000000000e+02
1 9.3200000000000005e-01 -7.0400000000000000e+02
